,Unnamed: 0,comment
3680,3680,"Security Indro akhirnya ketemu komandan regunya lagi,, komandan Diding 😂👍"
3681,3681,Semoga sehat trus mbah boneng. setelah melihat ini saya jadi ngefans😊. dn sukses trus om indro. thanks mas ded mengundang beliau2 ini LEGEND
3682,3682,Terima kasih
3683,3683,Oh yg dulu bang bokir namanya bang boneng
3684,3684,"Legend is never die..
Sehat selalu buat beliau berdua..salam hormat buat beliau"
3685,3685,"terima kasih om Deddy ,telah menghadirkan ki Boneng dg om Indro yg selalu kami tengok jaman masih SD ❤❤❤"
3686,3686,"Yaallah bnyk bgt pelajaran hidup kali ini..terima kasih banyak bgt buat om indro, om diding boneng udh menghibur kami di waktu kecil..😢 sehat"" selalu buat om diding boneng dan om indro dan om ded and all team close the door.."
3687,3687,Lawakan mereka mau di tonton berapa kalipun tetep lucu.
3688,3688,#deddicorbuzier undang dong anak om dono yang lulusan nuklir penasaran sambil  inspirasi anak anak negeri kita ni
3689,3689,Seneng bener ngomong senior
3690,3690,Legend
3691,3691,"Legen om boneng. 
 Bahkan rata rata Sebagai ciri khas dari zaman ke zaman 
maaf kalo gigi agak tonggos di panggil boneng 
Badan kurus di panggil doyok 
Orang budeg di langgil bolot 
Orang pendek di panggil ateng"
3692,3692,Pas beliau main di KKN desa penari. Gw langsung lebih ngefans lagi sama beliau daripada sebelumnya. Menurut ku om didin Boneng yg nge gendong KKN desa penari. Kerem banget acting nya
3693,3693,Umur brp kalian tahu bahwasanya sinetron itu singkatan dari sinema elektronik?
3694,3694,Hadir kang
3695,3695,Onde onde
3696,3696,"Kyknya hampir semua film warkop DKi gw nonton, eps fav gw yg ada pak boneng yg jd orgil itu. Lucu banget 😂"
3697,3697,"Yang setuju om boneng jadi juri stand up, acungkan jempol kalian . .🔥🔥🔥
Ini mah buka lagend lagi, tapi udah masuk kategori mitic level up🔥"
3698,3698,Ingat kelepon gede 😂😂😂😂
3699,3699,om dedi dagunya kok makin lancip yaaaa
3700,3700,"baru sadar ternyata selama ini gw seniman ,bukan pengganguran 🗿"
3701,3701,kangen bgt sama orang2 ini.. masa kecil selalu nntn mereka..selalu di hati
3702,3702,"Film komedi paling favorit waktu saya SD dan sampai sekarang,apalagi pas akting Om Boneng pakai baju hansip dan dokter Gadungan lucu parah dan pasiennya juga Om Indro,,,sehat selalu Om Boneng dan Om Indro"
3703,3703,Apakah teman teman disini ada yg pernah dengar nama ludruk mandala asal surabaya???
3704,3704,Real seniman❤
3705,3705,WAAAAHHHH ONDE ONDE wkwkwkakwkq
3706,3706,"""bergerak-gerak grak""
diding boneng"
3707,3707,Undang aktor legend barry prima dong om
3708,3708,"Generasi milenial/tiktok minggir dulu, generasi 90'an mau nostalgia, tanks om Indro udah undang 2 lagend ini,sehat terus om Indro om Boneng sudah mengibur kami🙏🙏"
3709,3709,Sehat sehat om boneng dan om indro🎉
3710,3710,Apaan si ndro2
3711,3711,Bicaranya om boneng keren
3712,3712,Perannya antagonis mulu nih Om Boneng... Tukang hajarin Om Dono 😂😂😂😂
3713,3713,Boneng ketua satpam 😂
3714,3714,Bos udang baron yang di film almarhum susana
3715,3715,"Kadang aku tertawa sendiri klo lihat om boneng ini waktu peran ODGJ kabur dan jadi pelatih peserta rekrut satpam...hbs dah dono,kasino,indro di hajar😂😂"
3716,3716,"Terima kasih warkop dki dan om boneng yang sudah mengkocakan dan menghibur masa kecil kami, eps pas om boneng ada kembaran nya dan warkop dki ketika seleksi security wahh itu bener"" Kocakkkk bangett dan menghibur"
3717,3717,Legend.!!
3718,3718,"Waktu maen di KKN Di Desa Penari, Bpk Diding Boneng akting lumayan keren, jadi orang pinter yg bisa berubah wujud 👍🏻"
3719,3719,Bokir ma Boneng sama ga sih orangnya? Kasih tau dong... gw taunya di film2 Warkop DKI itu namanya Bokir  bukan Boneng. Satu orang kali ya... 😂
3720,3720,Ngakaknya om boneng masih sama aja kek dulu 😅 Sehat selalu semuanya aamiin
3721,3721,1:00:45 dalam kali kata kata nya sangat memotivasi
3722,3722,☺️
3723,3723,Masih inget film warkop dki yg pelatihan satpam 😂😂
3724,3724,Pak Boneng peran sebagai komandan pendidikan Satpam yg lorengnya Gurunya Irak 😂
3725,3725,Berasa mendapatkan kuliah umum tentang ilmu film dari nara sumber yg selevel Professor yaitu Om Indro dan Om Boneng. Terima kasih Om Deddy sudah hadirkan 2  Professor Film ini
3726,3726,Hadir.. Jogja
3727,3727,"Terimakasih om ded, om indro, dan om boneng. Sehat selalu ya kalian, mohon maaf saya liat om boneng kayak om Adian Napitulu versi tua nanti soalnya pake jaket kulit hitam dan pake kacamata begitu hehehe 🙏😁"
3728,3728,Mereka berdua adalah ARTIS SEJATI. Karena ARTIS sesungguhnya adalah kata dari bahasa Inggris yg asal katanya dari ART yg artinya SENI.
3729,3729,❤My Legend
3730,3730,Om Indro ini emang luar biasa super cerdas daya ingatnya luar biasa saya mendengarkan om indro sebagai Guru bukan pelawak. Emang the best legend kita ini❤
3731,3731,Om undang alwi Assegaf dong biar adem😊😊
3732,3732,Legend!!! Meraka adalah legenda yang mewarnai hidup sy waktu kecil😁
3733,3733,onde ondeee
3734,3734,"Oh gk brasa om, waktunya kecepetan 😁"
3735,3735,"Masya Allah, pembelajaran dari Om Boneng dan Om Indro. Bahwa rejeki setiap manusia sudah di jamin oleh Allah SWT. Jadi selama kita selalu bersyukur dan berserah diri pada Allah, Allah akan memberikan jalan dalam mendapatkan rejeki selama kita tetap ikhtiar."
3736,3736,"Om boneng ni buat gue kesel pas film warkop yg scene ny latihan jadi satpam di lapangan,"
3737,3737,"OM BONENG dan OM INDRO The Legend 
Terima Kasih atas karya Komedinya yang menghibur kami generasi tahun 1980 an.
Sehat selalu om Boneng dan Om Indro"
3738,3738,"""LEGENDA"""
3739,3739,"06.45 ; bukan karena alm Oom Kasino ya Oom, pas bilang ""satu anggota TNI tertipu"" 😁😁😁"
3740,3740,"Masya allah sehat"" Selalu sang legend  terima kasih Sudah menghibur kami anak 90 an. flasback masa""kecil nonton karya"" Mereka yg sangat menghibur.. terharu banget melihat mereka berdua🥺🥺❤❤"
3741,3741,"😂😂😂 jd inget sama kelakuan ade gw,, die takut bener klu boneng ada di TV 😅😅"
3742,3742,Podcast terbaik. Tau mana yg di undang mana yg gak perlu di undang walaupun viral 👍🏻. Mau tanya apa koment bisa di buzzer? 👍🏻
3743,3743,Akhirnya om deddy bisa manggil om juga
3744,3744,Onde onde... Cling
3745,3745,Ajak main film lagi om boneng pak de pasti seru film ny
3746,3746,"Mereka yg selalu menghibur masa kecil saya karena karya2 mereka the best
Terima kasih dan sehat2 untuk kalian."
3747,3747,Sehat² opah Boneng sama opah Indro ❤️❤️❤️ I miss your presence on television 😘😘😘
3748,3748,"Ayo om indro bikin proagram baru di closethedoor, undang legend2."
3749,3749,Diding Boneng Maestro. Kelas!!!
3750,3750,"LEGEND, yang paling sering nemenin dan menghibur anak² 90 -an. SALUTTTT.... 😊"
3751,3751,"Podcast kali ini penuh dengan nostalgia.
Terima kasih om ded.
Udah ngumpulin om Indro dan om Boneng."
3752,3752,Legend😢 ketika era 90an mulai menghilang rasanya per industrian perfilman tidak baik2 saja
3753,3753,Banyak belajar.
3754,3754,Tolong om ded angkat derajat om boneng lagi karna dia itu bener lucu bukan maksain melucu demi duit .tolong buatkan tmpat komedi untuk om boneng selagi masih sehat wal afiat
3755,3755,"kata Simbah salah satu ciri org yg etitut nya baik..kl bicara di dpn org dn bercerita ""byk mminta maaf""..sungguh bgus bt cntoh.krn mngandung makna..rendah hati,ska mnjaga perasaan org lain.
makasih kang Cahyadi.."
3756,3756,Inget pas jadi hansip kalau om boneng main di warkop...
3757,3757,Alhamdulillah permah terhibur oleh karya beliau beliau...
3758,3758,Walau kilau giginya mas boneng hilang tak apa apa ya mas.asal kemilau karya seninya tak akan hilang oleh waktu dan jaman.smoga sehat terus mas boneng dan juga mas indro.
3759,3759,Baru paham ane masalah bioskop tutup...ane pikir impasi vcd yg merajalela di era 2000an...✌️
3760,3760,Saya nonton sampe selesai dan saya nyimak dgn serius sepanjang obrolan dan cuma satu kata yg buat saya tersenyum dan yaitu kata2 dari om diding sekarang banyak seniman proyek. Ini obrolan daging semua sampe saya lupa mandi saking mau denger obrolan ini sampe selesai dan gak mau keputus. Sehat trus om diding boneng om indro terima kasih sudah menjadi penghibur saya di masa kecil. Mas dedi makasih udah mengundang 2 legenda di dunia seni.
3761,3761,Memang bener om ded apa yang di katakn pak boneng
3762,3762,OM BONENG!!!
3763,3763,"Undang pak bas kenapa om,menteri purn"
3764,3764,Ini pelajaran sejarah besar kesenian
3765,3765,"Sehat selalu om boneng , yallah🤲"
3766,3766,Om undang Tante Widya Wati. Politik selebritis dan tipuan partai.
3767,3767,Sehat selalu om Indro dan om Boneng aamiin
3768,3768,mantep om indro om indro nyindir pelawak yanh masuk politik nya contoh nya si eko patrio
3769,3769,Legenda
3770,3770,Legend memang beda
3771,3771,"Keren ini om ded...sehat selalu para legend...podcast,ilmu,nostalgia jaman dulu perjuangan warkop jadi 1 disini keren om ded"
3772,3772,❤
3773,3773,ONDE- ONDEEE
3774,3774,Dulu film impor dikuasai kroni suharto jaringan 21 sudwikatmono
3775,3775,Politik itu menang atau kalah meskipun dengan cara yang salah. Mantul om Indro...
3776,3776,Kami slalu ingat setiap kelucuan om indro dan om boneng di masa kecil kelahian 80 - 90 an
3777,3777,2 om2 lejen🤩. The real Seniman 👍👍👍
3778,3778,Kakakku giginya agak maju(maaf) trus dipanggil boneng smpe skrng
3779,3779,Luar biasa saling memahami dan membantu
3780,3780,Sudah gabisa makk thingg lagi nih 😁✨
3781,3781,"Tetangga gue skrg, ditambun"
3782,3782,Jadi inget scane kasino jual koran soal berita wkwkwk
3783,3783,"menit 47:20 ... sepertinya deddy agak ""kesentil"" mendengar ucapan boneng di kalimat ini"
3784,3784,luar biasa
3785,3785,wuh inget adegan maling onde2 klepon
3786,3786,Sehat selalu om Boneng dan om Indro Warkop salut dgn karya karya
3787,3787,"pos kota langganan tiap hari, paling suka baca NAH INI DIA.... HAHAHAHAA"
3788,3788,MasyaAlloh. Om Boneng masih hidup. Sehat selalu Om. ❤ Sungguh legendaris. Terharu. Spechless..
3789,3789,"Soal TIM, saya kesel juga itu TIM dirubah total. Padahal jadul aja TIM udh enak"
3790,3790,Ini pelatih satpam legend di Warkop
3791,3791,"Itulah gambaran seniman dan guru ngaji Indonesia, PRIHATIN."
3792,3792,"Boneng. Klo lg jajan klepon, ingetnya film warkop...Boneng jd hansip yg suka makan klepon n giginya ""ngecling""! 😂
YaAllah....masa kecilku🤭"
3793,3793,"Pelatih Serucity paling kejam ni,  kocak om boneng😂😂 Terima kasih sudah menemani masa kecil kami."
3794,3794,"2 sang aktor legend akhirnya bertemu kembali di podcast closethedoor,  sehat terus sang legend"
3795,3795,The Real Artist 👍🙏🙏🙏
3796,3796,Legenda hidup
3797,3797,2 legenda film kocak jadul nih.
3798,3798,Bener om contohnya di psr anyar dulu namanya bioskop presiden skrng beralih fungsi yg tadinya kosong berubah jd cafe
3799,3799,Legenda.....
3800,3800,Sy anak 1995+ sngat menikmati tayangan ini.. 👏
3801,3801,Kompor Gass❤
3802,3802,Sehat terus komedian legend❤
3803,3803,Onde onde belanda pasti tau kata2 itu anak tahun 80an
3804,3804,Sehat selalu om didin boneng……
3805,3805,Wah ini jadi teringat latihan satpam / sekuriti ketuker sama saudara kembar' nya😂
3806,3806,Baru ngeh om boneng yg jd dukun di desa kkn
3807,3807,duo legenda
3808,3808,Video yang membuat saya tersenyum mengingat masa-masa kecil :')
3809,3809,"11:54 memang sinetron berkualitas itu tayangnya weekly. Semua series, mau itu drakor, series netflix, sampe anime yg berkualitas pun gada yg stripping setiap hari. Makanya harus banyak judul kalau sinetron mau berkualitas dan diproduksi seminggu sekali. Kalau satu PH cuma bisa bikin 1 judul, yauda judul itu aja yg dijadiin sapi perah sampe ribuan episode"
3810,3810,"Ah om Diding Bonemg si paling Seniman. TAPI EMANG BENAR LOH. Gue suka gaya lu om. Sehat selalu para Senimanlegend yang sempat menghiasi dunia kecil kami. Semoga diluaskan lagi rezekinya, disehatkan badan dan jiwanya. AAMIIN... Coba tadi datang bawa pentungan... Gue kangen om Boneng pentungin pala om Indro 😂🙏"
3811,3811,Menit 1:42 suara ketawa anak kecil
3812,3812,"Gw jadi inget pas om indro di getok palanya pake tongkat satpamnya om boneng, satpam laker langsung kerja wkwk"
3813,3813,jangan lupa juga masuknya cd dan dvd bajakan turut menghancurkan film nasional
3814,3814,Ingatan pak boneng sungguh luar biasa
3815,3815,"kayaknya tv indo perlu membenah program"" khususnya sinetron,

-ikutin aja kayak drama asia (dracin, drakor, dorama/drama jepang)...
-tingkatin kualitas ceritanya, atau segi editingnya, pengambilan gambar/videonya kayak di drama asia...  
-seminggu cuma tayang sekali, sinetron/dramanya cuma sampai 16 episode. 
untuk 1 episode, durasinya 30 menit - 1 jam-an. (gak berbelit"" sampai 1000 episode) & biar nggak keteteran kejar tayang segala macem yg bikin kualitas cerita berkurang (istilahnya mau cepat, asal jadi), 
pasti lebih keren
itu sih saran gw 😁"
3816,3816,Opa diding..3 atau 4 bulan belakangan ini sering ketemu beliau..msh suka ngajar teater..sehat selalu para legend👍👍👍👍
3817,3817,"Undang balik lagi om Boneng om ded supaya bisa denger lbh bnyak cerita2nya,, cerita dari sang legend 🙏🙏"
3818,3818,"Asli kali ini melihat om indro perilakunya sama seperti di film om boneng yang jadi satpam. Padahal kan kemarin2 kelihatan dewasa, tua dll. Eh ketemu om boneng, malah muncul ke adik2annya kayak dulu. 😂😂😂"
3819,3819,"Ko sedih ya liat om boneng sama om indro skrng.. masa kcl ku terhibur krna kalian mksh sehat"" ya panjang umur..."
3820,3820,Sehat2 ya om
3821,3821,"betul om,,,bioskop sekarang buat kalangan menengah ke atas..."
3822,3822,Sang legenda berbicara setiap kata menjadi karya
3823,3823,Boneng beberapa kali mau bicara disela om indra melulu. Penaaaran boneng mau ngomong apa
3824,3824,Sholallahuallamuhammad
3825,3825,Pelajaran yg bisa dipetik dari obrolan ini... banyak bersyukur dan jangan banyak mengeluh... ikhlas jalani hidup
3826,3826,Yang paling diingat dari pak boneng di film warkop waktu jadi pelatih satpam laker... 😄
3827,3827,Legend sepanjang masa
3828,3828,"Ya itu om rejeki sudah ada yg ngatur (Allah SWT), dan yg diberi rejeki bisa ngatur, contohnya nabung, trus beramal juga bukan mengurangi rejeki, kaya yg dikatakan om indro karna adanya keikhlasan maka ada keberkahan...."
3829,3829,Mantapppppp❤
3830,3830,Masha Allah Alhamdulillah om boneng masih seger buger..
3831,3831,"Gila sih, masuk banget ilmunya, makaih banyak Legend🎉"
3832,3832,"Inget kakek ini yang ngabisin onde-onde,Masyaallah sehat selalu ya."
3833,3833,"Seneng banget denger pakde Indro ngomong selalu pake ""aku"" walaupun lawan bicara nya lebih muda...so i proud of u pakde.. sehat selalu utk pakde Indro dan kong Boneng..Allah SWT bless all of u"
3834,3834,👍😀
3835,3835,"90an hadir sehat "" ya lagend ❤"
3836,3836,"Om ded, tolong undang kurnia meiga, mantan kiper timnas indonesia, yang mengidap penyakit langka. Pasti banyak nih yang nunggu"" kabar nya.."
3837,3837,NGARTIIII NGARTIIII.... 😭😭😭
3838,3838,Legend...
3839,3839,"35:50 saya tau kenapa Om Indro motong ucapan Om Boneng, soalnya Deddy belum paham artian Seniman. Padahal dari tadi sudah di bahas Soal Seniman, makanya pas di tanya, di potong langsung sama Om Indro, yang mana dalam bahasa Kasar ""GAPAIN LU NANYA ITU PEAAAA, KAN UDAH GUA JELASIN"". 

jadi dua kali Deddy Corbuzier belum paham ucapan Om indro bahkan Podcast sama Haji Bolot Beberapa waktu lalu. Pernah di bahas juga sama Pak H. Muhammad kalau gua gak mau beli hp smartphone, cukup hp Nokia/Samsung Old. 

Deddy tau kenapa mereka seperti itu?. Kalau kamu pelajari hidup mereka itu sudah di era yang memiliki filsafat berpengalaman. Jadi kalau mau bahas soal Kepribadian pasti mereka berkata lebih memutar-mutarkan keadaan, tapi kalau sudah ketemu Rocky Gerung, sudah lu kena gas pasti...

Semoga paham DED 😂😂😂😂"
3840,3840,"KEREEEEENNNNN.... SALUUUUTTTT.....
❤❤❤❤❤❤❤❤❤❤"
3841,3841,"Terimakasih om Indro, om boneng sudah menghibur masa kecil saya"
3842,3842,Para Legend artis Indonesia
3843,3843,ini yg maling onde onde nya dono.
3844,3844,"Berita ""post kota"" juga sempet jadi scene ikonik di warkop 😂😂"
3845,3845,"waduh gw juga ngira udh meninggal, terimakasih telah mengundang om boneng, serasa nostalgia"
3846,3846,ini podcast sangat luar biasa ❤
3847,3847,"Bener om indro.. di daerah sy dulu banyak sekali gedung bioskop . Dan tiket nya sy ingat bener hanya Rp200... Dan itu selalu membludak penontonya saat putar warkop DKI
sampai bertahan 2 minggu lebih"
3848,3848,Sehat² om boneng dan om indro
3849,3849,Paham thanks Legend ❤
3850,3850,"Om Boneng alhamdulillah masih seger buger ya om, yg aku seneng artikulasi saat ngomong masih jelas bgt.. 😊

Kalo Om Indro favoritku sejak duluuu dia masih mudaaaa, loveeee 🫰🏼❤️"
3851,3851,ini kan yang nyolong onde2 yah? 😅
3852,3852,Om indro buat film lagi dong sm om boneng...
3853,3853,"Om ded jangam motong dulu..
Maksud om boneng itu adalah the power of silaturahmi..bukan meminta minta, tapi ya kembali lagi silahturahmi dan solidaritas.."
3854,3854,"Beda ya kalau legend yg lagi bicara . Padahal baru lihat , anjim lama amat sejam . Setelah di puter kok udahan sih ? Alhamduliah masih sehat om boneng saja juga termakan hoax , kaget lihat notif om boneng . Saya setuju sih kalau seniman jgn sampai ikut politik , kritik boleh asal netral . Karna ada seniman yg kritik habis si A tapi muji si B itu bukan netral namanya . Setiap orang punya kelebihan dan kekurangan jadi ya kritik jeleknya puji baiknya . Bodoamat sih ama politik . Bioskop misbar alias gerimis bubar udah jarang sih sekarang karna areanya jarang dan peminat kurang , roll filmnya juga udah pada rusak sampai banyak sambungan ( biasanya yg hangus di potong ) , jaman kecil bawa tiker beli kacang rebus nonton di lapangan . Lebih hebat di banding tiket bioskop yg paling murahnya aja 35rb/orang ."
3855,3855,"Alhamdulillah, 🤲 ini yg jadi motivasi gua untuk terus berkarya"
3856,3856,Tetangga di matraman om didin boneng
3857,3857,Definisi seniman …..tetap seniman tidak termakan oleh komersialisasi……
3858,3858,🤗🤗🤗
3859,3859,😂😂😂
3860,3860,"Ketawa 5 menitan, tapi 1 jamnya dikasih ilmu baru sama om Boneng dan om Indro"
3861,3861,"2 legend komedi indonesia ,sehat sehat om boneng om indro"
3862,3862,Kami mengasihimu om Boneng n Om Indro
3863,3863,Manusia yg pandai mensyukuri nikmat😊
3864,3864,Makan klepon nyangkut di gigi 😂😂
3865,3865,Sehat selalu dan panjang umur  legend film yang selalu buat kita  tertawa sampai sekarang
3866,3866,"Poin poin serius dalam berkomedi 🫡 salut banget, komedi menggunakan akal"
3867,3867,"Aku ko kenapa kaya terharu bgt liat om boneng sampe nangis, kaya bersyukur bgt beliau masih sehat, ❤"
3868,3868,Legend banget iniiii..
3869,3869,Terimakasih LEGEND.
3870,3870,Kasih kerjaan mas ded
3871,3871,"2 thn syuting ,kl sekarang mah artisnya udah tajir melintir"
3872,3872,Topi om Dedy sama om Diding  sama ya  😊
3873,3873,Mentap om dedy Jdi bernostalgia deh... 😁😁😁
3874,3874,Gus iqdam om
3875,3875,"Ayo kita dukung om ded bikin podcast legend , khusus podcast artis2 legend . Semoga om ded dan kita semua selalu murah rezeki , Amiiin."
3876,3876,Naaaaah ini diaaaaa 💕💕💕
3877,3877,"Terimaksih om indro om didin (boneng) menemqni masa sd ku sampai pernah di getok buguru gegara ketiduran ngebyar nonton pidio❤..

Mumpung disini bisa ngomong..aku kesel banget ketika om boneng jadi komandan satpam nyiksa dono kasino indro, asli kesel banget jagoqn ko di siksa😂😂"
3878,3878,Sehat selalu kalian berdua
3879,3879,"Intinya rejeki bukan tentang uang doang, tetap terus berkarya🙏🏻 life must go on josss"
3880,3880,"Tak disangka,,,merekalah pencipta&pencetus sinetron.emang orang dulu itu jenius&cerdas,jauh dengan generasi penerus... 👌👍"
3881,3881,Kenangan...jaman firaun nonton layar tancap si boneng kabur dr RSJ pura2 jd pelatih satpam.. Nah dsni serunya DKI  d kerjain habis2an... 😂
3882,3882,Ini ilmu 😊
3883,3883,"Ya Alloh teringat waktu kecil tiap lebaran pasti nonton film warkop dan pas musim hajatan nonton misbar pasti film warkop selalu di putar
semoga om indro sama om boneng selalu sehat lahir dan batinnya Aamiin 🤲"
3884,3884,Hehe
3885,3885,"Ternyata proses membuat film yg sangat menghibur seluruh rakyat RI tidak semudah dan senyaman saat kita nonton dilayar tancep
Pantas film nya berkualitas dan melegenda
Mantap warkop❤"
3886,3886,"Sekarang film sudah dak jelas juga Om Indro, Sekenario yang di buat sudah tidak lagi seperti film Indonesia zaman dulu."
3887,3887,"Bersyukur kali masih bisa melihat mereka 🙏
Semoga selalu diberi keberkahan atas karya karyanya 🙏"
3888,3888,Woo
3889,3889,Legenda semua❤
3890,3890,Seniman emang gak ada kata pensiunya.mau jaman apa dan kondisi apapun masih bisa berkarya selama ada prodaksen hause yg mau makainya.atau insan seni berkarya dengan sesama seniman seniornya misalnya
3891,3891,Anjirrr daging semua ini pelajaran hidup Cok mahal ini asli seniman ini baru seniman nih
3892,3892,Trio legend...
3893,3893,sehat terus pakde indroo❤❤
3894,3894,Komedian legend pada dahulu kala... 😊😊😊 sehat2 pak diding boneng
3895,3895,"Legend ku ini, om boneng, sehat selalu om 🔥"
3896,3896,wah anggota paski ada tuh yg ke politik
3897,3897,wkwkwk jangan banyak mikir iya om ded hah biar awet mud om biar sehat terus macam legend
3898,3898,jaman masih sd menghibur keluarga 😁
3899,3899,Sumpah baru tau singkatan sinetron 33 tahun hidup ahkirnya bisa bobok nyenyak....😅
3900,3900,Om Boneng pokona mulang sakola ningali warkop aya boneng jdi tentara palsu om 😂
3901,3901,The legend live ❤❤❤❤❤❤
3902,3902,Warkop LEGEND COMEDY.. sekarang gak ada lagy COMEDY yg kaya warkop.semoga sehat selalu om Boneng dan om indro.bikin film lgy om Indro sama om boneng
3903,3903,Warkop LEGEND COMEDY.. sekarang gak ada lagy COMEDY yg kaya warkop.semoga sehat selalu om Boneng dan om indro.bikin film lgy om Indro sama om boneng
3904,3904,Dulu masyarakat ekonomi kebawah masih mudah nonton dan beli tiketnya dan sangat terjangkau.di ganti mol mol dan plaza.seiring waktu masyarakatpun selera nontonya seperti hilang.kangen banget pada jaman itu.
3905,3905,"Wow...reuni dgn warkop nih om boneng ,"
3906,3906,2 Legend! ❤
3907,3907,"Hahahaha, saya langsung senang dan tertawa terbahak-bahak,  teringat filmnya bersama prambors, sehat selalu pak Boneng, dan om Indro"
3908,3908,LEGEND SENIMAN INDONESIA
3909,3909,Om coba dong undang habib bahar 😊😊
3910,3910,Pelatih satpam legend wkwkwk
3911,3911,SEMOGA KURNIA MEGA MANTAN KIPER TIMNAS DARI MALANG BISA DI UNDANG DI PODCASH OM DEDI. DENGANN KONDISINYA SKRNG YG SAKIT MATANYA... DAN BUTUH BANGET PERTOLONGAN. AMIN
3912,3912,Next: Rektor ITP alias Ayah Praz Teguh.
3913,3913,"Next kasih surprise ke artis yang sudah lama tidak tampil di tv dengan mendatangkan teman main nya dulu,biar ada kesan suprise nya"
3914,3914,"DUO LEGEND👍👍
Terima kasih telah menghibur kami dan masyarakat indonesia🙏
Semoga om Boneng dan om Indro selalu diberkati Tuhan🙏"
3915,3915,"41:28 merinding denger om indro ngomong dari detik ini, bangga campur sedih 😢"
3916,3916,Yg komen mesti kelahiran 90 an😂😂😂
3917,3917,Andai personil warkop DKI masih utuh mungkin mereka akan menjadi komedian terhebat warkop DKI ga ada dua nya
3918,3918,Peran hansip luar peran guru besar sehat sehat pa boneng❤
3919,3919,"Sehat² selalu suhu om indro warkop & om didi Boneng 😇😇
Tuhan Memberkati 🙏🙏"
3920,3920,Om panggil om
3921,3921,"Huahhhhhh,,,, makasih"
3922,3922,LEGEND!!
3923,3923,Terima kasih banyak om ded.... untuk episode ini... abah boneng salah satu guru komedian yang masih ada...
3924,3924,Om boneng The legendary coach satpam laker 😂😂
3925,3925,Yg kelahiran thn 90 an angkat tanganmu☝️☝️sehat selalu kalian
3926,3926,"Sering liat pak Diding Boneng di deket rumah. Beliau masih keliatan sehat seger buger, semoga sehat selalu dan panjang umur pak Boneng"
3927,3927,"Obrolan kali ini ngena banget, terimakasih untuk closethedoor mengundang 2 legenda hidup yang telah memberi pencerahan dalam hidup yang sekarang saya jalani."
3928,3928,"Keren"" LOE MIKIR??? GUE ENGGAK!!""  by Indro warkop  😂😂"
3929,3929,SUPER SUPER THEBEST ❤❤❤
3930,3930,Aduh.iya 21 tiket mahal.kalau bioskop biasa murah.
3931,3931,"Semua film warkop saya suka,tapi FILM yg om BONENG jadi pelatih security itu yg salah satu paling favorit😂"
3932,3932,mantap para seniman lagend di kumpulin
3933,3933,Speechless mendengar dan melihat 2 seniman yg berpegang teguh dengan seninya...
3934,3934,Masih inget film Warkop om boneng jadi maling nyolong onde2 dilempar mantul2 hbs itu nancep di gigi “onde-onde” 😂
3935,3935,🌹
3936,3936,"2 lejen komedian sang penghibur masa kecil, sehat2 terus om Boneng dan Om Indro semoga panjang umur ✨"
3937,3937,"Akhirnya om Indro ketemu lagi sama pelatih satpam LAKER, terima kasih udah menghibur masa kecil kami 😁"
3938,3938,"Satu orang kena tipu...
Satu orang kena tipu

Dua orang keba tipu... Dua orang kena tipu
🤣🤣🤣🤣
Alm.kasino juak koran 🤣🤣"
3939,3939,Jadi inget Satpam Diding 😂
3940,3940,Sumpah keren banget meski banyak kata yang aku ga nyampe😅
3941,3941,"pemerintah seharusnya ikut andil dalam industri hiburan tanah air ini, lihatlah korea"
3942,3942,Legenda hidup seniman Indonesia....👍👍👍
3943,3943,"Maaf out of topic, saya sangat khawatir dengan bebasnya konten berbau dewasa di YouTube oleh karena itu saya setuju dengan Perpres jurnalisme berkualitas."
3944,3944,"saya ingetnya bokir, boneng sama pak ogah, semua mengisi tontonan masa kecil saya dan ketauan kan umur saya"
3945,3945,Legend 😊
3946,3946,"Tanpa mengurangi rasa hormat ke om indro, tapi porsi om boneng buat cerita kayak dikit banget, mau denger panjang lebar banyakan di sela sama om indro... sekali lagi mohon maaf banget, tanpa mengurangi rasa hormat ke om Indro... 🙏"
3947,3947,salam rahayu buat dua legend ini🙏🙏
3948,3948,panjang umur.....🇲🇨
3949,3949,kayaknya seru kalo om boneng jadi salah satu juri stand up :))
3950,3950,Ternyata baru tau kalo om Boneng itu agamanya Hindu
3951,3951,Nah dari pada ngasih panggung ke lucinta luna mending kasih panggung para seniman legend kaya gini om ded
3952,3952,Sekali Legend Tetep Legend...WARKOP DKI Film Favorit Dari Kecil...Makasih  Paman Indro Paman Boneng...💪💪👍👍
3953,3953,"SATPAM LAKER

"" Lo mau jadi satpam mau jadi sales lo rapih banget ""
"" Lo gak pantes jadi satpam laker main wayang orang aja lo ""
"" Kalian akan ditempatkan di kantor-kantor konglomerat ""

Fans Warkop DKI"
3954,3954,"Punten ² subhanallah semoga om Boneng sehat selalu ya , om Indro juga sehat terus dan om Dedy juga sehat ² selalu dan sukses terus senang nonton nya ngobrol masih seru dan semangat 🙏🏻👍👌😁😁😁😁🤫🤫"
3955,3955,Mahakarya Indonesia❤
3956,3956,YANG BACA KOMENTAR INI SEMOGA KALIAN SEMUANYA SEHAT SELALU DALAM LINDUNGAN ALLAH SUBHANAHU WA'TAALA DAN SUKSES SELALU 🤲😊
