,Unnamed: 0,comment
2066,2066,Kenapa mereka bertiga dono kasino indro tapi dikalangan bawah nyebutnya film DONO😂😂😂
2067,2067,"Saya setuju dengan om indro dan om boneng, seniman sejati akan terus berkarya hingga akhir hayat walau karyanya sudah tdk laku.. sama dengan kata2 alm ibu saya, beliau seorang pelukis dan berkata “mama akan terus berkata sampai mati” dan itu benar..ibu saya terus melukis hingga akhir hayatnya.. 
kalau soal rejeki, ibu saya selalu mendoakan saya hingga rejeki mengalir.. beda dengan rejeki saya setelah ibu tiada..
Al Fatihah buat alm ibu saya Sri Mundy Astuti binti Roeslan Purwoatmodjo.. ❤❤❤"
2068,2068,"Ya Allah sedih jga ketika om Boneng jawab beliau sampe skrg tidak pernah mencari kerjaan, ciri ciri seniman memang SPT ini, berkarya terus hingga akhir hayatnya..."
2069,2069,"Inget saat dia pura"" jadi tentara 😂 mandi lewat dari lima menit toilet meledak😂😂😂😂"
2070,2070,Aku pikir  juga om Boneng udah meninggal
2071,2071,"Onde-onde makakan kesukaan gua....hahhaa, disebut ganteng malah disebut ngeledek, bini gua aja bilang gua jelek 😂😂😂.....makasih om Diding Boneng dan warkop"
2072,2072,"Wahhh legend terkocak,Boneng"
2073,2073,Aku rela gk tidur cuman nunggu fillm warkop yang tayang jam 1 2 mlm pas SD wkwwk 😢😅😅
2074,2074,"Aaahhh pgn balik lg jaman dulu sambil nonton warkop n suasananya nikmat skali. Jaman skrng mewah, teknologi maju tp knapa ya rasanya beda aja ga nyaman 😂"
2075,2075,Banyak sejarah dalam obrolan ini yang belum kita tau... Salam anak 90an. Terima kasih untuk legend 2 ini sudah menghibur semasa kecil dulu.
2076,2076,gada yg bisa nandingi WARKOP sih
2077,2077,BONENG ✨LEGEND 🔥🤩🇮🇩
2078,2078,Masih ingat Boneng jadi komandan satpam trus ngerjain Dono Kasino Indro hehehehe
2079,2079,"Ajibbb ini konten orang seni dari kisah masing-masing,bajak pelajaran dari kehidupan orang seni,yang sekrang ini banyak tontonan diyutube yang kurang kasih didikan kisah perjalanan seorang leganda.... Sehat selalu dan barokah dunia aherat amiiiinn"
2080,2080,Sehat2 selalu om indro dan om boneng
2081,2081,ini diding apa dadang? satpam laker
2082,2082,"SEHAT SELALU OM BONENG YANG MASA MUDA KU SELALU KAU HIBUR KARYA MU TIDAK AKAN PERNAH KAMI LUPAKAN 
MAKASIH OM NDRO OM BONENG DAN SELURUH WARGA WARKOP DKI ❤❤❤"
2083,2083,Ngomong bangga dalam hati bisa liat seniman kaya om indro dan om boneng.    Sedih tapi seneng.  Karena mereka yang mengenalkan selera komedi pada diri saya sendiri.  Banyak masalah apapun.  Tetap bisa tersenyum.  Karena komedi yang membuat pemikiraan orang ga harus ngeluh. Semoga mereka selalu diberikan umur panjang. Walapun mereka sudah tidak ada umur.  Pasti akan tetap dikenang dan legend.
2084,2084,"P boneng dgn #omindro buat LA cerita lagi dgn artis 90an lagi meletup lah,  daripada filem sekarang kurang best"
2085,2085,Didin Boneng (Zainal Abidin Basrah alkatiri) ... Kakek buyutnya asal yaman
2086,2086,"Sekarang itu banyak ""Seniman Proyek""...-Diding Boneng-....Terucap dari Sang Legend"
2087,2087,Satpam laker😁😁😅😅 — sehat selalu om boneng🙏🏻
2088,2088,Pak boneng memang paling lucu setiap film nya... Menghibur masa kecil ku....😂😂😂
2089,2089,"Terimakasih om indro dan om boneng sudah menghibur di masa kecil ku, yg paling berkesan masih keinget waktu jadi peran OGDJ lari jadi pemimpin Satpam Baru yg kamar mandinya mau di BOM😂"
2090,2090,"Duo legend nih kalau ngelawak bikin ngakak, sehat selalu buat om boneng dan om indro"
2091,2091,Seneng sm master dedy ..yg di undang bner2 mutu n legend punya...mksh ya buat om boneng n om indro..semoga sukses Aamiin
2092,2092,"Seniman sejati tidak memikirkan uang Om Ded, susah di jelasin dg kata2
Dia berdialog dg hati dan nurani bukan duniawi"
2093,2093,Jadi inget onde onde🤣🤣🤣🤣
2094,2094,"Ya Allah , keinget film warkop jaman jamannya yg didin boneng jadi leader hansip ngelatihnya keras banget . Eh tau taunya itu kembarannya yg gila hahaha . Makasih sudah menemani masa2 kecil saya ."
2095,2095,"Om boneng dan om indro sehat selalu ❤❤ thanks for everything, sdh banyak menghibur masa muda kami"
2096,2096,"Hidup terus karya2 dari buah kejujuran para seniman, Salute ..🎉🎉"
2097,2097,"om beneng pakde insdro semoga sehat slalu, om deddy undang juga barry prima dong"
2098,2098,Om dedy sering2 undang artis legen indonesia. Sangat mnyenangkan banget nontonnya🫠
2099,2099,"Terimakasih mbah indro & mbah boneng 🙏
Sudah menghibur masa kecil saya
Sehat selalu mbah dan panjang umur🤲❤"
2100,2100,Legend yakkkk😅
2101,2101,"Om boneng sang seniman , gue selalu liat om boneng dia tinggal 1 kampung sma gue , om boneng tinggal di matraman , dia sehat selalu dan selalu berbaur dengan warga matraman ❤"
2102,2102,kenapa 1 jam terasa kurang ya :(
2103,2103,buaahahahaja 😂 terbaik
2104,2104,"SENIMAN GAK PERNAH NYARI KERJA, LUARBIASA😊"
2105,2105,YANG LAHIR TAHUN 90~an Ada di sini 😊😊
2106,2106,Pak Boneng ini sosok yang sebenernya sangat cerdas. Mau banget denger beliau ngomong dengan porsi lebih banyak  Semoga bisa diundang lagi ya
2107,2107,Om deddy undang barry Prima dkk dong..plisss..hehe
2108,2108,Pemburu layar tancep mana nih..
2109,2109,episode yg termasuk favorite saya om ded.... mantap🎉🎉🎉🎉❤❤❤❤❤
2110,2110,sidoarjo hadirrr om....
2111,2111,The real seniman
2112,2112,Ya Allah lucu 😂😂😂
2113,2113,Panjang umur semuanya
2114,2114,"Cukup sulit org modern untuk jadi seniman, kecuali ya om boneng bilang.. seniman proyek. Karna berkarya tapi gak di hargai itu sakitnya ampun minta... sejauh film warkop diputer speserpun gak dapet loyalti, itu suatu kejahatan sih kalo menurut gw."
2115,2115,"38:56 ELU MIKIR, KITA ENGGAK 🤣🤣🤣🤣"
2116,2116,"Om Boneng & Warkop DKI berjasa besar untuk suasana hati saya khususnya pada saat itu, Insya Allah, Allah akan melimpahkan pahala yang besar untuk beliau beliau para pemain Warkop DKI karena telah banyak menghibur orang. Terimakasih Om Deddy Telah menghadirkan 2 Sosok Keren ini🙏"
2117,2117,Wkwkwk
2118,2118,"aq ingat waktu om boneng jadi perampok makan onde onde,,trus jadi ketua pelatihan satpam padahal ODGJ,,lucu"
2119,2119,like
2120,2120,Obrolan berkelas..
2121,2121,Makasih om ded...udah undang beliau.....saya sangat terharu bisa liat lagi om boneng.....dia legenda komedi indonesia....semogga beliau sehat selalu dan di berikan umur panjang..❤❤❤❤❤❤❤❤
2122,2122,mereka ber 2 adalah legenda...karya2 ny luar biasa..
2123,2123,🎉 Legenda masa kecilku generasi 80an
2124,2124,"Itu berita Boneng dan indro meninggal berasal dari warkop juga, jualan poto telanjang wkkwwkkw"
2125,2125,"Klo cuma jadi senima proyek gampang tinggal bikin berkas 2 lemar selesai karena tujuan uang, seniman biarpun hanya 2 tepuk tangan berasa bahagia. #om boneng"
2126,2126,"PARAH SIH 
https://youtu.be/UHOIM1e-rrk"
2127,2127,"terima kasih Om ded setidak nya dari video ini saya mengenal om boneng, beliau sosok yg sangat berjiwa ikhlas luar biasa dia tdk pernah mengeluhkan tentang rejeki sgt pasrah dan percaya dengan kuasa dari allah rejeki sudah ada yg mengatur, susah sgt menjadi sosok seperti beliau, berpegang kalau rejeki gak akan kemana."
2128,2128,Bener2 orang hebat om Boneng seniman sejati
2129,2129,Saya suka film2 nya  aki boneng apalagi waktu main di warkop...
2130,2130,"Om indro, suaranya legenda banget,,❤❤👍"
2131,2131,"Maf om indro tll banyak motong pa boneng dan tll memaksakan dia pengen menjelaskan smua di masa lalu. Kurang respect, kurang adab om indro nya, smoga om boneng diundang lagi ..."
2132,2132,"Saya perhatiin Om boneng sangat menghormati lawan bicara nya, ❤❤❤❤"
2133,2133,Ngakak😂😂😂😂
2134,2134,"Saya jg seniman om Ded. Saya cuma mau pesan untuk seniman2 lain. Kalau berkarya tolong yg serius dan bertanggung jawab, jangan setengah2, karena cost untuk sebuah karya itu ga murah"
2135,2135,kebanyakan seniman karyanya terkenal nanti orangnya suda meninggal
2136,2136,Terima kasih Om Boneng. Sudah menghibur masa masa kecil kami
2137,2137,Indro inget di kemplang sama boneng waktu tes securty😂😂
2138,2138,Wih keren nih para legend
2139,2139,the legend
2140,2140,"Porsi bicara Bang Diding Boneng kurang banyak dibanding Om Indro.
Semoga ada Part 2 nya 🙏"
2141,2141,Bokap gw nama panggilan dari temen sama sodaranya Boneng
2142,2142,"warkop lebih gede daripada rhoma irama 
- om indro"
2143,2143,Komandan satpam ini😀😀
2144,2144,Trima kasih mbah boneng sdh menemani masa kecilku.
2145,2145,Om Ded Selalu Ngeluarin lagi artis artis tempo dulu yang jadi penghibur masa lalu dilayar tancap .saran OM ded undang bari Prima legenda film laga layar tancap 😁😁
2146,2146,"Sehat selalu om Indro dan Om Boneng. Seniman Hebat dan terus Berkarya. Rezeki Lancar.. Tespect buat jiwa senimanya.. 
Om Boneng Happy? 
""Iya"" Rezeki sdah ad yang Atur ya Bang. Terima Kasih Inspirasinya."
2147,2147,"Subhanallah.... Om boneng ini masih sehat
Sy suka liatnya di warkop waktu beliau jd kembar n jadi pelatih buat satpam baru,,,, luar biasa semoga Allah selalu menyehatkan om boneng sama om indro"
2148,2148,"Terimakasih the legend el maestro, masa kecil kami sangat terhibur oleh karya-karya mu.

Mator sekelangkong..
❤"
2149,2149,"Rindu yg ter obatin,mksh om sdh udang mereka berdua"
2150,2150,Pak Didin kan ikut main flem KKN desa penari.
2151,2151,Legend..
2152,2152,Boneng si kalo di film warkop bikin ngakak bgt anjir 🤣
2153,2153,Jadi ingat.wktu adegan naik becak😅😅
2154,2154,"om ded coba undang orang"" dago"
2155,2155,"Wah, Boneng dan Indro itu idolaku lo, kirim salam iah bang."
2156,2156,Ga pernah bosen nonton film warkop kalo ada om Boneng nya 😁
2157,2157,53:35 bener juga om boneng 😂
2158,2158,"Proses yang membuat mereka seperti ini dan menjadi kuat seperti saaat ini. Zaman dulu mereka ngga mikirin bagaimana cara membeli barang mewah tapi bagaimana caranya mereka tetep hidup dalam seni dan menciptakan karya yang bagus. Kalo skrng bedalah, semua sudah digital dan enak dan tentunya proses yang mereka dapatkan skrng adalah berbeda. Mangkaknya dari tadi ujung2nya adalah tentang keikhlasan mereka berkarya."
2159,2159,Komedi favorit
2160,2160,MasyaAllah❤❤❤❤❤❤❤❤
2161,2161,"Undang Bin Mohdor mas ded
Seniman lukis yg coba ngangkat karya seni Indonesia"
2162,2162,"saya pengen denger om Boneng ngomong lebih banyak tp om inro Nye Mulu jdnya ceritanya sepotong "" mudah""d panggil LG sama bos Dedy"
2163,2163,👍
2164,2164,Yg di bilangin om indro sama om boneng bener bener the real seniman
2165,2165,Orang-orang terbaik dari waktu saya kecil!!
2166,2166,Om indro... kasih kesempatam om boneng bicara dong...🙏
2167,2167,Joss mantep
2168,2168,ternyata masih hidup
2169,2169,Undang Asisi Chanel Om Dedy. Sangat mengedukasi
2170,2170,"Artis jaman dl attitude nya bagus,,ngomongnya saya bukan gw lu...sehat trus om boneng dan om indro"
2171,2171,Kasian pak boneng bnyak bengongnya diundang cuman ngomong ab ab di potong lgi indro.
2172,2172,"Om indro kudeta om dedy?
Gasss!
Bangun program baru, host-nya om indro untuk mengangkat sejarah perfilman Indonesia dan mengundang pihak2 yang terlibat.
Motifnya mengedukasi dan mengembalikan tontonan yang bisa menjadi tuntunan.
Membentengi generasi masa depan untuk menghadapi intervensi budaya yang masuk melalui tontonan yang hadir di Indonesia sesuai pergerakan jaman."
2173,2173,onde onde kesukaan saya 😅
2174,2174,Sang legenda om boneng nice😊😊
2175,2175,Bener om
2176,2176,2 LEGEND
2177,2177,"Om ded om boneng kasih bicara lbih banyak,nnti undang sndirian"
2178,2178,"Ded !yg gini lama kutunggu ,baru anda munculin..dari mana si lu..sering sering munculin lejen yg tulus,bukan di mulut iklas"
2179,2179,Indro trus ngomong. Kami pecinta boneng. Pengen dengar suara dari dia.
2180,2180,Knp hrs Hendro yg banyak ngomong...kita rindu Komengnya....
2181,2181,"Keren om Ded, attitudenya ama Legend bener² TOP. Salute"
2182,2182,Jadi Inget scan kasino warkop yg jualan koran  tentara kena tipu
2183,2183,"Saya bingung mau nyebut mereka ber2 apa legend, seniman, senior, and everything. Sehat selalu nya, kalian terbaik, terimakasih sebesar-besarnya, hormat setinggi-tingginya"
2184,2184,"Begitulah seniman yang sesungguhnya,mereka gapernah memikirkan hasil,walaupun mereka membutuhkan itu ,dan yang penting karyanya bisa diakui oleh orang,sehat terus seniman legend❤❤"
2185,2185,Sehat sehat om Indro dan om boneng
2186,2186,"Ini dia makanan kesukaan gua "" ONDE - ONDE "" 🤣🤣🤣"
2187,2187,kl hari raya idul fitri jaman dulu pasti film warkop main di bioskop
2188,2188,Walah boneng.. masih bisa bkin ngakak
2189,2189,Om ded undang Niken Salindry dong 😊😊😊 ..
2190,2190,Legend of comedy
2191,2191,"Gantian dong om boneng Yg Ngomong , 😷"
2192,2192,"Kenapa yaa di film warkop dki reborn om boneng gak diajak om indro buat main???
Padahal saya sangat berharap om boneng main film warkop lagi"
2193,2193,Klo sy kmrin di beritain gk benar jg. Masa gua di bilang adek rafii ahmad. Ya gk lh kn.
2194,2194,"Bagus sih. Tp om indro terlalu mendominasi.
Ga ada kesempatan ngomong buat Om Boneng.
Padahal Om Boneng cerdas dan wise banget.
Kayanya dr 1 jam podcast ini Om Boneng ga ada ngomong sampe 10 menit.. too bad.. 😢"
2195,2195,Sehat sllu pk boneng sm om indro
2196,2196,"pak boneng adalah orang yg baik dan rendah hati,  saya pernah ketemu pada thn 90an...."
2197,2197,Bang Diding bagi saya ahlinya ahli teather belajar sama beliau buku yg tebal tentang teather di persingkata dan sangat mudah di pahami
2198,2198,Ada kebanggaan tersendiri kalo dengar seniman tulent ngomong❤ semoga sehat slalu para senior n mr ded
2199,2199,"Seneng denger perbincangan mereka, adem...bintang2 besar yg tetap humble ❤"
2200,2200,Legend
2201,2201,Bang dedy undang rano karno dong sama mandra biar cerita si doel
2202,2202,"Saking hebatnya akting dari om Boneng ini, sampai2 saya benci banget lihat karakter di film2nya. Sungguh seniman yang luar biasa."
2203,2203,Semoga semakin banyak aktor/aktris lawas  yang di undang di podcast master dedy semoga pak Boneng dan om Indro selalu di berikan kesehatan 🤲🏻🙏
2204,2204,Boleh nih di kudeta om Indra spesialis ngundang artis2 lama hhh
2205,2205,Sampai skrg pun msh suka nonton..anak saya pun yg masih 7th suka ketawa ketiwi kalau liat warkop..terima kasih untuk hiburannya ketika saya masih kecil..sehat selalu om indro dan om boneng 😊😊
2206,2206,"Artis dulu memang punya ilmu yg mumpuni untuk jadi terkenal... Kalo sekarang, bukan ilmu & wawasanya tinggi tapi orang yg paling aneh & nyeleneh yg terkenal... 😅"
2207,2207,"Padahal yang mulai bikin hoax media cetak warkop sendiri, alm.kasino di film warkop.hahahaaah"
2208,2208,"Dasar seniman speciali lawak, denger mreka ngobrol isi canda dikit aja gw ketawa.. mmng image lucunya dh nempel banget... 
makasi banyak Om Indro dan Pak Didi Boneng udah ceriakan masa kecil kami.. Semoga sehat dan bahagia selalu"
2209,2209,Legend indonesia
2210,2210,"Mungkin kalau membentuk warkop generasi baru dibuat filem,dipadukan era sekarang mencari aktor mungkin yg mirip2 dengan aktor utama"
2211,2211,Daun diatas bantal film paling kreeennnn banyak sirat makna dan tragedi pada waktu itu
2212,2212,"Ini bagus di denger untuk anak2 yg punya ortu seniman 😁, ngk usah di paksa berhenti karena itu bahagianya sehatnya jiwa raga 😃"
2213,2213,"Om Boneng, itu karakternya kalau lagi main, sok tau, sok pinter, tapi itu  yang membuat flm jadi Geeer..."
2214,2214,Aku juga ngira sudah meninggal ya allahhh...panjang umur om boneng
2215,2215,"Jamannya TVRI, menayangkan anak ajaib"
2216,2216,"Terimakasih ya om Daddy,sdh menampilkan om boneng,dr jaman dulu sdh ngefen"
2217,2217,"Saya tau perasaan om dedi, mau potong pembicaraan om indro n diberikan ke om boneng nggak enak..?!!
Iya nggak guys..??!"
2218,2218,"Alhamdulillah.....masih sehat walafiat Om boneng, dan sehat selalu Om Indro"
2219,2219,om boneng ngomong kepotong mulu sm om indro... baik bener om boneng.... byk diamnya padahal dia yg di tanya om indro mulu yg jawab😐
2220,2220,"Banyak excuse dibalik kurangnya kesadaran yah
...."
2221,2221,"Terima kasih om boneng, om indro, alm om dono, alm  om kasino sudah menghibur kami anak-anak 90an."
2222,2222,"Om Indro, media yang menggunakan cara ' penipuan ' untuk biar media cetak nya dibeli... itu terinspirasi dari salah 1 adegan film WarKop. Scene dimana alm. Om Kasino jualan koran pake ' nipu '. 😊"
2223,2223,"Boleh ga sih stasiun tivi menghidupkan kembali komedia senior,, paling engga seminggu sekali lah ga usah jadi stripping,  hapus semua media nyinyir dan flexing harta di tivi"
2224,2224,legend
2225,2225,Bener² legend .. bintang layar tancep gak ada obat udah.
2226,2226,Bahas emak gila ketangkap gara gara endors judol om ded
2227,2227,"Komedian ter original ini,beda sm yg skrg2 kualitasny rendah dibawah rata2. Ya allah iya emang bnr dikira om boneng sdh meninggal , krn berita yg simpang siur.yg paling membekas itu ketika om boneng jadi pelatih satpam di film warkop 😂😂😂 smp skrg sy sring lihat adegan itu di warkop dn bikin ngakak"
2228,2228,Seniman harus berkarya terus yah...kalo ga yah tenggelam
2229,2229,"Kangen sama Pak Boneng, tapi Om Indro rasanya lebih banyak mendominasi obrolan ini. Mohon maaf jika saya salah."
2230,2230,"Asli om boneng luar biasa..setua itu ngomong  masih lancar ga ada kesan pikun menghias di umurnya, MashaAllah....saya masih SD dah nonton beliau perasaan dah tua...eh ini dah anak 3 saya, beliau masih sehat dengan cara bicara masih solid. terharu saya."
2231,2231,"Pak Boneng yg kesannya serem, angker, preman (mangsudnya dlm peran) ternyata bisa nglucu juga 🤣"
2232,2232,"berkaitan dengan Senin, sekarang ada bill mohdor yg sedang gencar membangkitkan Senin di Indonesia,🥰 undang dong 😁"
2233,2233,Pak H. Bokir di Suzzanna sama Pak Boneng di Warkop itu legend banget sih
2234,2234,Jd inget Om Kasino ngeprank jualan koran di lampu merah. Wkwkwk
2235,2235,Ngakakx liat artis legedd😂😂
2236,2236,"Beliau ini memang seniman sejati, saya pernah ikut berkesenian Teater dlu bersama Om Diding"
2237,2237,Onde onde. Kesukaan sayaa.
2238,2238,😂😂😂
2239,2239,"Boneng itu legend, yg seru kalau beliau jadi jahat, tapi anehnya penonton malah gak marah walau aktingnya jahat, soalnya malah lucu, dan jarang banget dia melakukan akting jahat dengan cengengesan, malah kelihatan tampang serius, tapi anehnya penonton malah ketawa dan lucu, hebat banget seniman jaman dulu"
2240,2240,mbah boneng artis ter ngetop di masa nya
2241,2241,Terimakasih om ded...saya menonton disini tertampar...apapun pekerjaan mu lakukan lah dgn ikhlas urusan rezeki Alloh yg memberikan mu.tengkyu ayah indro...
2242,2242,"Panggil nama lain aja lah 
Sbab bliau dh tua
Gk sopan kita manggil nya begtu
Wlaupun nma panggung nya itu
Ganti la om satpam atau apa"
2243,2243,"makanan kesukaan saya, onde-onde"
2244,2244,"Alhamdulillah... terima kasih pak Dhe Indro dan om Boneng sudah menemani masa"" kecilku dg komedi yg sgat khas.dg om Boneng muncul pertama di film warkop lgsg giginya bersinar.itu sgat luar biasa gerr nya..smga sehat slalu om legend.dan smga om Deddy bisa memberikan paggung buat om Boneng agar tetep bisa berkarya.."
2245,2245,Paling Epic itu pas engkong Boneng jd Komandan Satpam 😂
2246,2246,mantap
2247,2247,Om Boneng adalah Jimi Multhazam versi tua nya.
2248,2248,1 jam ga sia-sia🥺🥰🥰
2249,2249,"Salut....
Legenda Seniman Sejati Indonesia
Terima Kasih Om Indro 
Terima Kasih Om Zainal Abidin Zeta aka Om Boneng 🙏🙏🙏🙏🙏"
2250,2250,inilah makanan kesukanku onde onde ting
2251,2251,Sehat selalu pahlawan nasional komedi Indonesia!!!
2252,2252,❤legenda👍
2253,2253,Sering naik turun di stasiun matraman om boneng
2254,2254,Inget om diding inget onde²😂.
2255,2255,Makasi banyak om boneng dan om indro kami yang dulu dihibur oleh karya karya nya mengerti bagaimana hidup bahagia di hari sekarang.
2256,2256,Undang di pwk om Boneng...disini abis ma si Indro...jgn diktator donk omm indroo...kasih kesempatan om boneng ngomong...beliau kan jrg terlihat...
2257,2257,Too Much Legend in 1 Frame
2258,2258,"Baru episode kali ini nonton close the door ga di skip dan sampe habis . Bahkan w merasa kurang lama durasi nya wkwk , asli episode kali ini seru dan merasa bangga liat legend yg dr kecil menghibur , smoga sehat selalu untuk kalian semua 🤲"
2259,2259,Om Deddy bahas soal laser di HAWAI om 😊😊😊😊
2260,2260,Sehat sehat terus semuanya 😊
2261,2261,Om ded undang bary prima dong😊
2262,2262,"Jadi tahu alasan bioskop di kota ku berubah jadi Sarang Walet, mungkin sekitar 1998. Ternyata begini ceritanya.. 😅😅"
2263,2263,"Imannya om Diding luar biasa 👍👍👍👍
Burung2 di langit, rumput2 di bumi saja DIA pelihara, apalagi kita manusia, yang diciptakan langsung lewat tanganNYA.... Jangan kuatir menjalani hidup 🙂 terimakasih om Diding kisah & pencerahannya"
2264,2264,"Film2 warkop selalu ditunggu sampai skrg, meskipun di yt ada, tapi vibes nonton warkop pas lebaran mmg beda, wkt kecil nunggu2 banget.. scene satpam yg ngeplonco calon satpam, itu scene ter-the best, dialog2nya bikin ngakak.. sehat selalu om boneng dan om indro"
2265,2265,Sehat selalu buat om boneng dan om indro terima kasih sudah menghibur masa masa kecil kami anak anak kelahiran 90
2266,2266,lagend ini😂😂
2267,2267,Undang Bryn Furry
2268,2268,Pa indro kakek diding
2269,2269,"Undang pacar om Indro yang tercantik, FORTUNELLA"
2270,2270,Emang seorang seniman susah di mengerti...yg dicari mereka bukan keuangan...tapi karya mereka
2271,2271,The best
2272,2272,Mantap instruktur sama calon satpam laker ketemu disini
2273,2273,"Wahh seru ni ada jendral satpam😂😂
Sehat selalu"
2274,2274,"Om.indro,om boneng idola tahun 90 an.makasih mas ded telah menghadirkan mereka dan mengembalikan memori masa lalu kami"
2275,2275,Fix yg jualan koran itu om kasino 😂
2276,2276,"2 aktor LEGEND Indonesia.
Salut sama om indro dan om boneng PRESIDEN dan WAPRES RI 2024"
2277,2277,"jadi inget TMP tehnik Media Penulisan, Tanpa membaca narasinya cukup dengan judul sudah tau isinya"
2278,2278,Sehat2 semua.legend bgt nih
2279,2279,"Dengan hadirnya kong haji Boneng gua berharap bakal datang gebrakan film Indonesia terbaru dari garapan beliau"" ini. Ayo om ded, pakde Indro, kong Boneng . Tunjukan karya seni kalian pada generasi muda.."
2280,2280,"Gw kesel banget nonton ini, si om boneng yg mau di gali Tp om indra nyrocos mulu promosi diri. Kasih panggung lah buat boneng, gw rasa dy juga perlu di up dan berkembang.."
2281,2281,"Inimah sesi Indro ngomong wkwk kurang di boneng nya, pdhl penasaran isi pikirannya boneng kek apa.."
2282,2282,"gw selalu ngakak ketika giliran segment nya om boneng,  apalagi pas di film suzana 😅"
2283,2283,Undang Barry Prima dan Goerge Rudy om ded..
2284,2284,"Assalamualaikum.. iya,dulu sy sering nonton warkop wkt kecil sampe skrg.. 😀"
2285,2285,onde - onde
2286,2286,"Gw maen kecil2an aje, yg penting lu ikhlas rhedo jadi daging buat gw..

Om boneng (Lupa Aturan Maen Warkop DKI)"
2287,2287,Gw yg ngalamin dulu meski nonton warkop di bioskop cuma saat lebaran.dan cuma makan cemilan di dlm ngga tau ceritanya.ternyata kita nganterin ortu nonton 😆 tetep heppii
2288,2288,Tiga OM-OM berkumpul 😅
2289,2289,2 orang legend dengan pemikiran cerdas
2290,2290,Tak kira sudah meninggal om boneng
2291,2291,nice
2292,2292,Pak Diding seniman kelas berat. Bang Komeng pun respect ama beliau
2293,2293,"Om dedy sumpah ya 1 jam nonton ini masih kurang, karena jujur denger para seniman senior ini tidak pernah bosan. Banyak ilmu yang diserap atas pengalaman mereka selama ini. Sehat selalu Om Indro dan Om Boneng..."
2294,2294,23:35 adalah fakta bahwa bioskop di luar mall mati karena serangan bioskop mall
2295,2295,"Jd inget bioskop Viva Saharjo krn cerita om Indro, msih SD bisa nonton krn hrga murah."
2296,2296,maaf om dedy banyak ke skip bahkan banyaaak bangeet skipnya podcast eps sekarang..sy cm dengerin pas giliran OM DIDING BONENG aja yg bicara..karna udah sering denger yg dijelasin OM INDRO..malah baru2 ini di podcast praz teguh..
2297,2297,"wah hebat om deddy bisa mengundang legend...bintang tamu nya sang legend OM INDRO di ""TEMANIN DUDUK"" sama OM DIDING BONENG..."
2298,2298,"Sehat selalu buat om indro dan pak boneng, mas dedy."
2299,2299,Baru gua nonton podcast sampe abis begini. Terimakasih legend
2300,2300,"kesian ni pak boneng,ga dikasi kesempatan ngomong,dipotong terus."
2301,2301,MasyaAllah om boneng udh sepuh tp cara bicaranya msh terdengar cerdas... Lugas jawabannya... Masih tertata baik... Mohon maaf tdk pikun diusia nya... Luar biasa dua legend ini.. Smoga umur panjang sehat selalu ya om bonneg dn om indro... Terimakasih karya2nya dl jd hiburan tiap hari sya... 😁 walaupun nntnya diulang2 tp ttp terhibur... 👏🙏
2302,2302,Broro kapan tayang
2303,2303,Satu kata buat mereka LEGEND !!!
2304,2304,aaaaah kurang panjang durasinya niiiiiih!!!!
2305,2305,"Yok bisa yok jadi satpam lagi,,"
2306,2306,"anjir lahh ni episod gua nangis bgt sumpah, yg punya cita cita sama hobby ke arah sana"
2307,2307,"that is TRUE. IKHLAS
sama kyk wktu podcast nya pak haji bolot ❤❤❤❤❤❤ Bahagia"
2308,2308,"Terakhir kali gw bisa ketawa ngakak sampe salto jungkir balik over head kick, sampe mules kelojotan itu adalah waktu scene pak Boneng dan warkop DKI jadi satpam laker, film warkop bisa naik bisa turun. Pak Boneng berkali-kali ditipu sama om Indro, waktu latihan jadi satpam laker. (Pak Boneng: tuh liat apaan tuh? Om Indro: mana apaan, yaah dia nipu gw ya gw larii...) Hoaaah haah ha ha ha... Kocaknya minta ampyun🤣👏!"
2309,2309,seniman = bebas
2310,2310,Om boneng adalah sosok yg akrab dengan tetangga nya terutama emak2 menyukai lawakannya.. om boneng sosok yg dekat dengan orng2 dan suka berbaur tanpa pandang apapun
2311,2311,"#Jiwa2 ""Seniman sejati..,sllu bersyukur(terima apapun keadaan kehidupan/garis taqdir  yg diberikan oleh yg DiAtas)"".,gak pernah ada rasa menyerah-lelah(berkarya).,""sllu yg pasti'y berbagi/memiliki perasaan yg sama dgn sesama seniman lain'y(bro-sistherhood feelings yg kuat)""."
2312,2312,Keren
2313,2313,Terimakasih om boneng om indro ❤
2314,2314,sejarah buat anak BC generasi gen Z
2315,2315,Capek euyy motong terus om indro ngomong nya😢
2316,2316,Boneng penjahat legendaris di warkop dan jendela rumah kita
2317,2317,Kangen masa kecil..😢
2318,2318,Boneng orang tambun buwek ni.. Kereen😂
2319,2319,"Onde onde, mang Dedi ulah nanya duit bas ke mang Diding, nanya na masuk suka onde-onde te?"
2320,2320,Harusnya bareng mandra noh 😂😂
2321,2321,"I Love You 
Om Indro dan Om Boneng..
Sehat - sehat terus semuanya..."
2322,2322,Akhirnya tau lho...asal usul sejarah sinetron di Indonesia. Makasih om diding & om Indro. Sehat terus om
2323,2323,"Paling gw inget pak boneng di film warkop pas jadi komandan satpam. Sadis bener mandi telat lgsg di bom 😂.
Sama maling onde2 nyangkut di gigi 😂"
2324,2324,Dua seniman sejati ..❤❤❤
